entries,sites,replications,growing_periods,time_points,biomass
entry_1,site_1,replication_2,growing_period_3,6.0,4.240558471627278
entry_1,site_1,replication_2,growing_period_3,7.0,3.8426187306233928
entry_1,site_1,replication_2,growing_period_3,8.0,6.668101151363464
entry_1,site_1,replication_2,growing_period_3,9.0,8.658570588401048
entry_1,site_1,replication_2,growing_period_4,0.0,0.0
entry_1,site_1,replication_2,growing_period_4,1.0,0.5579897317479399
entry_1,site_1,replication_2,growing_period_4,2.0,0.762346818417857
entry_1,site_1,replication_2,growing_period_4,3.0,2.022581549236045
entry_1,site_1,replication_2,growing_period_4,4.0,1.0104458494620434
entry_1,site_1,replication_2,growing_period_4,5.0,2.558783421586675
entry_1,site_1,replication_2,growing_period_4,6.0,5.988316457909743
entry_1,site_1,replication_2,growing_period_4,7.0,2.08467431220671
entry_1,site_1,replication_2,growing_period_4,8.0,1.5269412626240761
entry_1,site_1,replication_2,growing_period_4,9.0,8.509155740561619
entry_1,site_1,replication_3,growing_period_1,0.0,0.0
entry_1,site_1,replication_3,growing_period_1,1.0,0.779777640956911
entry_1,site_1,replication_3,growing_period_1,2.0,0.38561314441736233
entry_1,site_1,replication_3,growing_period_1,3.0,0.7028095042186284
entry_1,site_1,replication_3,growing_period_1,4.0,3.7370028526953605
entry_1,site_1,replication_3,growing_period_1,5.0,3.335902794469731
entry_1,site_1,replication_3,growing_period_1,6.0,5.33078278213076
entry_1,site_1,replication_3,growing_period_1,7.0,5.04794022356015
entry_1,site_1,replication_3,growing_period_1,8.0,7.15556364108865
entry_1,site_1,replication_3,growing_period_1,9.0,5.753552108600406
entry_1,site_1,replication_3,growing_period_2,0.0,0.0
entry_1,site_1,replication_3,growing_period_2,1.0,0.8574514731169895
entry_1,site_1,replication_3,growing_period_2,2.0,1.7351744547454468
entry_1,site_1,replication_3,growing_period_2,3.0,2.244901013493463
entry_1,site_1,replication_3,growing_period_2,4.0,1.4133168483764715
entry_1,site_1,replication_3,growing_period_2,5.0,2.602618019907302
entry_1,site_1,replication_3,growing_period_2,6.0,1.4089153064604383
entry_1,site_1,replication_3,growing_period_2,7.0,3.660276961575989
entry_1,site_1,replication_3,growing_period_2,8.0,0.9486095422338741
entry_1,site_1,replication_3,growing_period_2,9.0,8.168526830929565
entry_1,site_1,replication_3,growing_period_3,0.0,0.0
entry_1,site_1,replication_3,growing_period_3,1.0,0.7376154341108047
entry_1,site_1,replication_3,growing_period_3,2.0,1.0764434221020578
entry_1,site_1,replication_3,growing_period_3,3.0,2.223557245898318
entry_1,site_1,replication_3,growing_period_3,4.0,0.6390416740326809
entry_1,site_1,replication_3,growing_period_3,5.0,4.294687319584741
entry_1,site_1,replication_3,growing_period_3,6.0,3.4050085436671638
entry_1,site_1,replication_3,growing_period_3,7.0,2.912610892660492
entry_1,site_1,replication_3,growing_period_3,8.0,3.818633244923052
entry_1,site_1,replication_3,growing_period_3,9.0,6.447197817822948
entry_1,site_1,replication_3,growing_period_4,0.0,0.0
entry_1,site_1,replication_3,growing_period_4,1.0,0.5823285564851796
entry_1,site_1,replication_3,growing_period_4,2.0,1.6529336658819325
entry_1,site_1,replication_3,growing_period_4,3.0,1.9915903406672606
entry_1,site_1,replication_3,growing_period_4,4.0,3.3456827995796528
entry_1,site_1,replication_3,growing_period_4,5.0,3.0132765247679796
entry_1,site_1,replication_3,growing_period_4,6.0,1.0567791417707202
entry_1,site_1,replication_3,growing_period_4,7.0,4.291087379697938
entry_1,site_1,replication_3,growing_period_4,8.0,2.4274029747229413
entry_1,site_1,replication_3,growing_period_4,9.0,1.521306223998287
entry_1,site_2,replication_1,growing_period_1,0.0,0.0
entry_1,site_2,replication_1,growing_period_1,1.0,0.4923753685819466
entry_1,site_2,replication_1,growing_period_1,2.0,0.14041952644992328
entry_1,site_2,replication_1,growing_period_1,3.0,2.128028336119417
entry_1,site_2,replication_1,growing_period_1,4.0,0.4672004566033667
entry_1,site_2,replication_1,growing_period_1,5.0,2.7557995741953656
entry_1,site_2,replication_1,growing_period_1,6.0,4.114838907989358
entry_1,site_2,replication_1,growing_period_1,7.0,5.794182392782847
entry_1,site_2,replication_1,growing_period_1,8.0,4.801605509502804
entry_1,site_2,replication_1,growing_period_1,9.0,8.30567188683098
entry_1,site_2,replication_1,growing_period_2,0.0,0.0
entry_1,site_2,replication_1,growing_period_2,1.0,0.5246410258959214
entry_1,site_2,replication_1,growing_period_2,2.0,1.895367273885865
entry_1,site_2,replication_1,growing_period_2,3.0,2.698204683829154
entry_1,site_2,replication_1,growing_period_2,4.0,3.586570457323583
entry_1,site_2,replication_1,growing_period_2,5.0,0.6611878138619254
entry_1,site_2,replication_1,growing_period_2,6.0,4.410790495998348
entry_1,site_2,replication_1,growing_period_2,7.0,2.7540264282712172
entry_1,site_2,replication_1,growing_period_2,8.0,4.626994462508009
entry_1,site_2,replication_1,growing_period_2,9.0,7.502571665957898
entry_1,site_2,replication_1,growing_period_3,0.0,0.0
entry_1,site_2,replication_1,growing_period_3,1.0,0.9081292222462556
entry_1,site_2,replication_1,growing_period_3,2.0,0.572172049229148
entry_1,site_2,replication_1,growing_period_3,3.0,1.2330535086355012
entry_1,site_2,replication_1,growing_period_3,4.0,3.939588222637313
entry_1,site_2,replication_1,growing_period_3,5.0,4.16761520975397
entry_1,site_2,replication_1,growing_period_3,6.0,0.6184838561208145
entry_1,site_2,replication_1,growing_period_3,7.0,6.6943960650421905
entry_1,site_2,replication_1,growing_period_3,8.0,6.251117563279482
entry_1,site_2,replication_1,growing_period_3,9.0,5.951792355543419
entry_1,site_2,replication_1,growing_period_4,0.0,0.0
entry_1,site_2,replication_1,growing_period_4,1.0,0.3052428809200233
entry_1,site_2,replication_1,growing_period_4,2.0,1.8505624561776688
entry_1,site_2,replication_1,growing_period_4,3.0,2.7948534914574843
entry_1,site_2,replication_1,growing_period_4,4.0,2.9241899599497283
entry_1,site_2,replication_1,growing_period_4,5.0,4.781673759412564
entry_1,site_2,replication_1,growing_period_4,6.0,3.051821607754236
entry_1,site_2,replication_1,growing_period_4,7.0,4.28104754309089
entry_1,site_2,replication_1,growing_period_4,8.0,0.16602813031073949
entry_1,site_2,replication_1,growing_period_4,9.0,8.11925507549819
entry_1,site_2,replication_2,growing_period_1,0.0,0.0
entry_1,site_2,replication_2,growing_period_1,1.0,0.9754907404995791
entry_1,site_2,replication_2,growing_period_1,2.0,1.0154759145789825
entry_1,site_2,replication_2,growing_period_1,3.0,1.1266594290550032
entry_1,site_2,replication_2,growing_period_1,4.0,3.2718037529292356
entry_1,site_2,replication_2,growing_period_1,5.0,1.2487322426483578
entry_1,site_2,replication_2,growing_period_1,6.0,1.203306047952705
entry_1,site_2,replication_2,growing_period_1,7.0,3.608201041026304
entry_1,site_2,replication_2,growing_period_1,8.0,6.8936662314871535
entry_1,site_2,replication_2,growing_period_1,9.0,7.396739148855858
entry_1,site_2,replication_2,growing_period_2,0.0,0.0
entry_1,site_2,replication_2,growing_period_2,1.0,0.7621877039780328
entry_1,site_2,replication_2,growing_period_2,2.0,0.18560926245353726
entry_1,site_2,replication_2,growing_period_2,3.0,0.7043224008772755
entry_1,site_2,replication_2,growing_period_2,4.0,3.8745424687599677
entry_1,site_2,replication_2,growing_period_2,5.0,0.6034450666944233
entry_1,site_2,replication_2,growing_period_2,6.0,0.8409367926765228
entry_1,site_2,replication_2,growing_period_2,7.0,2.553420877051059
entry_1,site_2,replication_2,growing_period_2,8.0,7.030278736628623
entry_1,site_2,replication_2,growing_period_2,9.0,5.711837182417865
entry_1,site_2,replication_2,growing_period_3,0.0,0.0
entry_1,site_2,replication_2,growing_period_3,1.0,0.6880317535418236
entry_1,site_2,replication_2,growing_period_3,2.0,1.9002740982420807
entry_1,site_2,replication_2,growing_period_3,3.0,0.8854750131177085
entry_1,site_2,replication_2,growing_period_3,4.0,1.1989683811496643
entry_1,site_2,replication_2,growing_period_3,5.0,2.0737774282928862
entry_1,site_2,replication_2,growing_period_3,6.0,2.4203543561587235
entry_1,site_2,replication_2,growing_period_3,7.0,6.97150722031177
entry_1,site_2,replication_2,growing_period_3,8.0,7.906507070039217
entry_1,site_2,replication_2,growing_period_3,9.0,3.923037741065624
entry_1,site_2,replication_2,growing_period_4,0.0,0.0
entry_1,site_2,replication_2,growing_period_4,1.0,0.4925290134409781
entry_1,site_2,replication_2,growing_period_4,2.0,1.1468403128664622
entry_1,site_2,replication_2,growing_period_4,3.0,1.285421862228865
entry_1,site_2,replication_2,growing_period_4,4.0,1.1090774722646137
entry_1,site_2,replication_2,growing_period_4,5.0,3.953026108531083
entry_1,site_2,replication_2,growing_period_4,6.0,5.493292440382826
entry_1,site_2,replication_2,growing_period_4,7.0,3.0772094124268743
entry_1,site_2,replication_2,growing_period_4,8.0,7.022686955360838
entry_1,site_2,replication_2,growing_period_4,9.0,1.8638577495126767
entry_1,site_2,replication_3,growing_period_1,0.0,0.0
entry_1,site_2,replication_3,growing_period_1,1.0,0.5248834255929747
entry_1,site_2,replication_3,growing_period_1,2.0,1.622805915046052
entry_1,site_2,replication_3,growing_period_1,3.0,1.505236300962574
entry_1,site_2,replication_3,growing_period_1,4.0,1.4531335314442262
entry_1,site_2,replication_3,growing_period_1,5.0,3.7427544525340872
entry_1,site_2,replication_3,growing_period_1,6.0,5.839149323700433
entry_1,site_2,replication_3,growing_period_1,7.0,1.7481732705543975
entry_1,site_2,replication_3,growing_period_1,8.0,5.481066966094119
entry_1,site_2,replication_3,growing_period_1,9.0,3.737661791288875
entry_1,site_2,replication_3,growing_period_2,0.0,0.0
entry_1,site_2,replication_3,growing_period_2,1.0,0.9093938422239616
entry_1,site_2,replication_3,growing_period_2,2.0,1.5760997004748087
entry_1,site_2,replication_3,growing_period_2,3.0,2.0218671881572687
entry_1,site_2,replication_3,growing_period_2,4.0,1.0536209647216763
entry_1,site_2,replication_3,growing_period_2,5.0,1.2458442337451114
entry_1,site_2,replication_3,growing_period_2,6.0,2.9565258235638248
entry_1,site_2,replication_3,growing_period_2,7.0,6.091750770531516
entry_1,site_2,replication_3,growing_period_2,8.0,7.613024313435499
entry_1,site_2,replication_3,growing_period_2,9.0,6.049952144170462
entry_1,site_2,replication_3,growing_period_3,0.0,0.0
entry_1,site_2,replication_3,growing_period_3,1.0,0.41477123776388464
entry_1,site_2,replication_3,growing_period_3,2.0,1.9632695575338157
entry_1,site_2,replication_3,growing_period_3,3.0,2.6181530768973427
entry_1,site_2,replication_3,growing_period_3,4.0,2.431691888779429
entry_1,site_2,replication_3,growing_period_3,5.0,2.593970761770075
entry_1,site_2,replication_3,growing_period_3,6.0,1.547870775106235
entry_1,site_2,replication_3,growing_period_3,7.0,0.838285408102394
entry_1,site_2,replication_3,growing_period_3,8.0,7.395751184825721
entry_1,site_2,replication_3,growing_period_3,9.0,4.664537062735205
entry_1,site_2,replication_3,growing_period_4,0.0,0.0
entry_1,site_2,replication_3,growing_period_4,1.0,0.11969079145416817
entry_1,site_2,replication_3,growing_period_4,2.0,1.1685484532631745
entry_1,site_2,replication_3,growing_period_4,3.0,2.6152542177793925
entry_1,site_2,replication_3,growing_period_4,4.0,3.288912708195599
entry_1,site_2,replication_3,growing_period_4,5.0,2.9642849315598196
entry_1,site_2,replication_3,growing_period_4,6.0,5.864785198326192
entry_1,site_2,replication_3,growing_period_4,7.0,4.407503948994707
entry_1,site_2,replication_3,growing_period_4,8.0,1.0186465685423123
entry_1,site_2,replication_3,growing_period_4,9.0,8.647485100055107
entry_2,site_1,replication_1,growing_period_1,0.0,0.0
entry_2,site_1,replication_1,growing_period_1,1.0,0.8763994684100778
entry_2,site_1,replication_1,growing_period_1,2.0,0.7025518310739784
entry_2,site_1,replication_1,growing_period_1,3.0,1.1290075911202164
entry_2,site_1,replication_1,growing_period_1,4.0,3.928340839946719
entry_2,site_1,replication_1,growing_period_1,5.0,3.127329190722609
entry_2,site_1,replication_1,growing_period_1,6.0,1.5145887321799743
entry_2,site_1,replication_1,growing_period_1,7.0,1.53586220167365
entry_2,site_1,replication_1,growing_period_1,8.0,7.0971337951399365
entry_2,site_1,replication_1,growing_period_1,9.0,3.5500615331405534
entry_2,site_1,replication_1,growing_period_2,0.0,0.0
entry_2,site_1,replication_1,growing_period_2,1.0,0.555217747819178
entry_2,site_1,replication_1,growing_period_2,2.0,1.4399450786678516
entry_2,site_1,replication_1,growing_period_2,3.0,0.9009925819044569
entry_2,site_1,replication_1,growing_period_2,4.0,3.304759472065602
entry_2,site_1,replication_1,growing_period_2,5.0,3.0084774662869784
entry_2,site_1,replication_1,growing_period_2,6.0,3.658838212504757
entry_2,site_1,replication_1,growing_period_2,7.0,6.094713399342242
entry_2,site_1,replication_1,growing_period_2,8.0,4.6009824141954905
entry_2,site_1,replication_1,growing_period_2,9.0,1.2043739277348346
entry_2,site_1,replication_1,growing_period_3,0.0,0.0
entry_2,site_1,replication_1,growing_period_3,1.0,0.11166106782141005
entry_2,site_1,replication_1,growing_period_3,2.0,1.8211799841314504
entry_2,site_1,replication_1,growing_period_3,3.0,2.8148532604984684
entry_2,site_1,replication_1,growing_period_3,4.0,2.654402166151991
entry_2,site_1,replication_1,growing_period_3,5.0,3.463317095043186
entry_2,site_1,replication_1,growing_period_3,6.0,3.49890094350245
entry_2,site_1,replication_1,growing_period_3,7.0,0.6370974760131757
entry_2,site_1,replication_1,growing_period_3,8.0,0.9353656054772655
entry_2,site_1,replication_1,growing_period_3,9.0,4.2542122518640255
entry_2,site_1,replication_1,growing_period_4,0.0,0.0
entry_2,site_1,replication_1,growing_period_4,1.0,0.8175189603679966
entry_2,site_1,replication_1,growing_period_4,2.0,0.7448068332687505
entry_2,site_1,replication_1,growing_period_4,3.0,1.8437944673912279
entry_2,site_1,replication_1,growing_period_4,4.0,3.5360419540918535
entry_2,site_1,replication_1,growing_period_4,5.0,2.143597485612952
entry_2,site_1,replication_1,growing_period_4,6.0,2.8289301375589613
entry_2,site_1,replication_1,growing_period_4,7.0,5.259759535677593
entry_2,site_1,replication_1,growing_period_4,8.0,7.866909649826505
entry_2,site_1,replication_1,growing_period_4,9.0,2.1263624655499886
entry_2,site_1,replication_2,growing_period_1,0.0,0.0
entry_2,site_1,replication_2,growing_period_1,1.0,0.8206392307971032
entry_2,site_1,replication_2,growing_period_1,2.0,1.4627689997790256
entry_2,site_1,replication_2,growing_period_1,3.0,2.751266771747605
entry_2,site_1,replication_2,growing_period_1,4.0,2.8878845833510445
entry_2,site_1,replication_2,growing_period_1,5.0,4.236192715872688
entry_2,site_1,replication_2,growing_period_1,6.0,4.9758052901135015
entry_2,site_1,replication_2,growing_period_1,7.0,3.085484424984876
entry_2,site_1,replication_2,growing_period_1,8.0,5.647008914955571
entry_2,site_1,replication_2,growing_period_1,9.0,4.016268738227014
entry_2,site_1,replication_2,growing_period_2,0.0,0.0
entry_2,site_1,replication_2,growing_period_2,1.0,0.8712973434818936
entry_2,site_1,replication_2,growing_period_2,2.0,1.303927674081495
entry_2,site_1,replication_2,growing_period_2,3.0,2.0321862031438496
entry_2,site_1,replication_2,growing_period_2,4.0,0.7245191248033209
entry_2,site_1,replication_2,growing_period_2,5.0,1.7858645477125832
entry_2,site_1,replication_2,growing_period_2,6.0,2.213261779214078
entry_2,site_1,replication_2,growing_period_2,7.0,3.213609307491104
entry_2,site_1,replication_2,growing_period_2,8.0,7.383374023767545
entry_2,site_1,replication_2,growing_period_2,9.0,8.600576070046614
entry_2,site_1,replication_2,growing_period_3,0.0,0.0
entry_2,site_1,replication_2,growing_period_3,1.0,0.33149292020088283
entry_2,site_1,replication_2,growing_period_3,2.0,1.234731207121989
entry_2,site_1,replication_2,growing_period_3,3.0,0.05060260113820059
entry_2,site_1,replication_2,growing_period_3,4.0,2.3650570800928996
entry_2,site_1,replication_2,growing_period_3,5.0,3.061038258636761
entry_2,site_1,replication_2,growing_period_3,6.0,2.402856967220387
entry_2,site_1,replication_2,growing_period_3,7.0,2.745293206492422
entry_2,site_1,replication_2,growing_period_3,8.0,7.8762264891167275
entry_2,site_1,replication_2,growing_period_3,9.0,7.550834244892492
entry_2,site_1,replication_2,growing_period_4,0.0,0.0
entry_2,site_1,replication_2,growing_period_4,1.0,0.1311117661915118
entry_2,site_1,replication_2,growing_period_4,2.0,1.5063157280905095
entry_2,site_1,replication_2,growing_period_4,3.0,2.6802864476431614
entry_2,site_1,replication_2,growing_period_4,4.0,2.817651017165148
entry_2,site_1,replication_2,growing_period_4,5.0,2.665185893155753
entry_2,site_1,replication_2,growing_period_4,6.0,4.228309138292467
entry_2,site_1,replication_2,growing_period_4,7.0,2.9267616458737122
entry_2,site_1,replication_2,growing_period_4,8.0,7.7839125040299795
entry_2,site_1,replication_2,growing_period_4,9.0,5.420501456596929
entry_2,site_1,replication_3,growing_period_1,0.0,0.0
entry_2,site_1,replication_3,growing_period_1,1.0,0.32265563619555404
entry_2,site_1,replication_3,growing_period_1,2.0,1.8318499141147278
entry_2,site_1,replication_3,growing_period_1,3.0,2.519530827541712
entry_2,site_1,replication_3,growing_period_1,4.0,3.539802938142433
entry_2,site_1,replication_3,growing_period_1,5.0,3.2706094438485724
entry_2,site_1,replication_3,growing_period_1,6.0,5.529138144957517
entry_2,site_1,replication_3,growing_period_1,7.0,4.653871642267348
entry_2,site_1,replication_3,growing_period_1,8.0,4.625614002579734
entry_2,site_1,replication_3,growing_period_1,9.0,7.728331650358853
entry_2,site_1,replication_3,growing_period_2,0.0,0.0
entry_2,site_1,replication_3,growing_period_2,1.0,0.6691768383484503
entry_2,site_1,replication_3,growing_period_2,2.0,0.8879202638742474
entry_2,site_1,replication_3,growing_period_2,3.0,1.329855976193943
entry_2,site_1,replication_3,growing_period_2,4.0,1.7187807700179367
entry_2,site_1,replication_3,growing_period_2,5.0,2.3708318954461194
entry_2,site_1,replication_3,growing_period_2,6.0,2.8703531212690025
entry_2,site_1,replication_3,growing_period_2,7.0,2.351785005052337
entry_2,site_1,replication_3,growing_period_2,8.0,7.97828063894514
entry_2,site_1,replication_3,growing_period_2,9.0,8.363110603794064
entry_2,site_1,replication_3,growing_period_3,0.0,0.0
entry_2,site_1,replication_3,growing_period_3,1.0,0.6748942472296747
entry_2,site_1,replication_3,growing_period_3,2.0,1.5361372591434643
entry_2,site_1,replication_3,growing_period_3,3.0,2.760241021821776
entry_2,site_1,replication_3,growing_period_3,4.0,1.8306526062361486
entry_2,site_1,replication_3,growing_period_3,5.0,3.2242538408908743
entry_2,site_1,replication_3,growing_period_3,6.0,4.12010419147632
entry_2,site_1,replication_3,growing_period_3,7.0,2.4854997458579486
entry_2,site_1,replication_3,growing_period_3,8.0,4.670169748133057
entry_2,site_1,replication_3,growing_period_3,9.0,4.129244862868697
entry_2,site_1,replication_3,growing_period_4,0.0,0.0
entry_2,site_1,replication_3,growing_period_4,1.0,0.8829719402390039
entry_2,site_1,replication_3,growing_period_4,2.0,1.809689810434756
entry_2,site_1,replication_3,growing_period_4,3.0,2.330477209654833
entry_2,site_1,replication_3,growing_period_4,4.0,0.07368133600791182
entry_2,site_1,replication_3,growing_period_4,5.0,2.2705923245682467
entry_2,site_1,replication_3,growing_period_4,6.0,0.9748709863977718
entry_2,site_1,replication_3,growing_period_4,7.0,4.922395477258674
entry_2,site_1,replication_3,growing_period_4,8.0,5.626340494987959
entry_2,site_1,replication_3,growing_period_4,9.0,5.124071086446135
entry_2,site_2,replication_1,growing_period_1,0.0,0.0
entry_2,site_2,replication_1,growing_period_1,1.0,0.9062170754196022
entry_2,site_2,replication_1,growing_period_1,2.0,1.4600316966336768
entry_2,site_2,replication_1,growing_period_1,3.0,0.7798630267439852
entry_2,site_2,replication_1,growing_period_1,4.0,2.379804070536508
entry_2,site_2,replication_1,growing_period_1,5.0,2.4414258714504333
entry_2,site_2,replication_1,growing_period_1,6.0,1.780205641449379
entry_2,site_2,replication_1,growing_period_1,7.0,6.498536073408459
entry_2,site_2,replication_1,growing_period_1,8.0,1.6726773806858979
entry_2,site_2,replication_1,growing_period_1,9.0,4.86634332565119
entry_2,site_2,replication_1,growing_period_2,0.0,0.0
entry_2,site_2,replication_1,growing_period_2,1.0,0.9388557296802432
entry_2,site_2,replication_1,growing_period_2,2.0,1.5106896678635742
entry_2,site_2,replication_1,growing_period_2,3.0,2.841144464432176
entry_2,site_2,replication_1,growing_period_2,4.0,0.30706818326872254
entry_2,site_2,replication_1,growing_period_2,5.0,0.6831145357690283
entry_2,site_2,replication_1,growing_period_2,6.0,3.1622217605265
entry_2,site_2,replication_1,growing_period_2,7.0,3.6193552468865278
entry_2,site_2,replication_1,growing_period_2,8.0,3.136352058935599
entry_2,site_2,replication_1,growing_period_2,9.0,6.437063167522726
entry_2,site_2,replication_1,growing_period_3,0.0,0.0
entry_2,site_2,replication_1,growing_period_3,1.0,0.3544189838643944
entry_2,site_2,replication_1,growing_period_3,2.0,0.9811874935874958
entry_2,site_2,replication_1,growing_period_3,3.0,2.698177503369915
entry_2,site_2,replication_1,growing_period_3,4.0,1.9677320457251035
entry_2,site_2,replication_1,growing_period_3,5.0,2.104049820811183
entry_2,site_2,replication_1,growing_period_3,6.0,5.442061366738807
entry_2,site_2,replication_1,growing_period_3,7.0,5.96080280165851
entry_2,site_2,replication_1,growing_period_3,8.0,7.9286224853651195
entry_2,site_2,replication_1,growing_period_3,9.0,1.7760198079207719
entry_2,site_2,replication_1,growing_period_4,0.0,0.0
entry_2,site_2,replication_1,growing_period_4,1.0,0.8318678397575126
entry_2,site_2,replication_1,growing_period_4,2.0,0.9219229747058351
entry_2,site_2,replication_1,growing_period_4,3.0,1.0769262127336208
entry_2,site_2,replication_1,growing_period_4,4.0,1.8784318637675104
entry_2,site_2,replication_1,growing_period_4,5.0,2.0224965036131333
entry_2,site_2,replication_1,growing_period_4,6.0,3.873313276988813
entry_2,site_2,replication_1,growing_period_4,7.0,4.389408927304517
entry_2,site_2,replication_1,growing_period_4,8.0,4.221866209808223
entry_2,site_2,replication_1,growing_period_4,9.0,8.041829556168176
entry_2,site_2,replication_2,growing_period_1,0.0,0.0
entry_2,site_2,replication_2,growing_period_1,1.0,0.976738463939056
entry_2,site_2,replication_2,growing_period_1,2.0,1.766504768337674
entry_2,site_2,replication_2,growing_period_1,3.0,2.629429811868767
entry_2,site_2,replication_2,growing_period_1,4.0,2.574885674591614
entry_2,site_2,replication_2,growing_period_1,5.0,4.708169195948232
entry_2,site_2,replication_2,growing_period_1,6.0,4.62958949796374
entry_2,site_2,replication_2,growing_period_1,7.0,2.7406802295155908
entry_2,site_2,replication_2,growing_period_1,8.0,6.905653094626292
entry_2,site_2,replication_2,growing_period_1,9.0,6.4202146895546885
entry_2,site_2,replication_2,growing_period_2,0.0,0.0
entry_2,site_2,replication_2,growing_period_2,1.0,0.5997322852603476
entry_2,site_2,replication_2,growing_period_2,2.0,1.4376113767751755
entry_2,site_2,replication_2,growing_period_2,3.0,2.9409662040202202
entry_2,site_2,replication_2,growing_period_2,4.0,2.446870256713638
entry_2,site_2,replication_2,growing_period_2,5.0,3.035167464401148
entry_2,site_2,replication_2,growing_period_2,6.0,0.19904282731969336
entry_2,site_2,replication_2,growing_period_2,7.0,5.682519947625232
entry_2,site_2,replication_2,growing_period_2,8.0,4.104827692568617
entry_2,site_2,replication_2,growing_period_2,9.0,1.9133286112985666
entry_2,site_2,replication_2,growing_period_3,0.0,0.0
